ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Returned
1407,E,Road,0,2,139.6,8,medium,Male,29.97,4780,0
1408,B,Road,2,4,249.53,15,low,Male,3.83,1977,0
1409,C,Ship,5,4,166.25,16,medium,Female,23.25,416,0
1410,A,Ship,6,1,620.88,4,medium,Female,26.03,2643,0
1411,C,Ship,0,2,602.8,4,low,Male,9.19,1559,0
1412,C,Flight,4,1,590.31,5,high,Female,16.25,2479,0
1413,D,Ship,4,1,645.47,1,low,Female,28.57,2379,0
1414,E,Road,0,1,816.64,13,low,Male,28.65,3700,1
1415,A,Flight,3,3,914.42,10,medium,Male,27.9,1430,1
1416,C,Flight,9,5,238.07,18,high,Male,8.25,539,1
1417,A,Flight,0,2,591.9,10,medium,Male,1.79,4016,0
1418,B,Flight,0,3,87.55,19,low,Female,3.08,2772,0
1419,D,Road,6,5,128.94,5,high,Female,4.26,2183,0
1420,B,Road,6,1,657.8,12,high,Female,20.15,1441,0
1421,A,Ship,2,4,491.71,18,medium,Female,24.07,3189,0
1422,A,Flight,6,3,760.75,2,high,Female,1.51,1857,0
1423,E,Ship,2,2,431.42,15,low,Female,26.71,2015,0
1424,C,Road,1,2,136.32,8,high,Male,22.42,2714,0
1425,C,Flight,9,5,873.33,2,low,Male,15.91,3533,0
1426,B,Road,3,3,92.06,18,low,Female,29.7,4574,0
1427,D,Ship,9,1,197.07,14,low,Male,7.96,3597,1
1428,C,Road,2,5,284.21,12,medium,Male,6.54,1608,1
1429,E,Flight,6,2,995.33,16,medium,Male,10.04,3953,1
1430,B,Flight,0,3,422.69,7,medium,Male,15.8,4461,0
1431,B,Ship,5,4,506.69,13,high,Male,11.61,3039,1
1432,E,Flight,1,1,772.0,8,high,Male,24.89,3944,0
1433,D,Road,7,2,640.05,2,high,Male,26.83,1017,1
1434,E,Road,4,3,843.01,8,medium,Male,29.0,3651,0
1435,D,Road,2,4,491.57,11,low,Male,24.55,264,0
1436,E,Road,9,2,972.46,14,low,Male,18.24,2308,0
1437,E,Ship,6,4,798.84,16,medium,Male,18.41,3780,1
1438,A,Road,1,2,407.35,8,low,Male,5.59,4381,0
1439,B,Ship,4,5,387.46,7,low,Female,7.9,1286,0
1440,E,Road,7,5,930.2,5,medium,Female,29.92,1628,0
1441,E,Ship,0,5,687.57,8,low,Female,7.84,3226,0
1442,C,Road,0,3,625.22,14,medium,Male,14.01,2637,1
1443,B,Road,2,5,760.25,17,high,Male,11.56,236,0
1444,C,Ship,2,3,565.23,10,low,Female,20.65,3118,0
1445,B,Flight,6,1,167.58,13,medium,Female,10.06,784,0
1446,C,Flight,5,5,326.02,12,high,Female,20.49,2558,0
1447,E,Flight,6,3,562.37,12,low,Female,28.82,3075,0
1448,E,Ship,3,2,27.99,12,high,Male,7.57,1548,1
1449,A,Flight,1,3,442.98,15,low,Female,11.12,3832,0
1450,C,Flight,1,3,758.24,11,high,Male,10.27,3503,1
1451,D,Ship,9,2,172.59,17,high,Female,9.01,1130,0
1452,A,Flight,0,3,73.91,11,low,Male,8.11,4985,1
1453,C,Flight,8,2,837.67,4,medium,Female,18.9,3779,0
1454,C,Flight,6,4,621.1,16,high,Male,16.44,2726,1
1455,A,Ship,9,5,184.81,0,medium,Female,15.26,3357,0
1456,E,Ship,2,1,808.24,12,high,Female,24.02,4656,1
1457,C,Flight,1,3,661.55,9,high,Female,4.4,1465,0
1458,E,Flight,2,2,340.78,2,low,Female,5.09,3107,1
1459,A,Ship,6,5,382.43,5,high,Female,15.39,2317,0
1460,E,Flight,4,3,164.33,15,high,Female,10.61,1151,0
1461,B,Ship,2,5,836.9,0,medium,Female,5.21,4183,0
1462,D,Flight,8,4,513.92,18,medium,Male,20.72,669,0
1463,C,Ship,1,3,561.45,7,medium,Female,14.88,872,0
1464,D,Road,6,2,884.66,8,low,Female,6.07,1306,0
1465,E,Road,9,4,25.67,19,medium,Male,7.93,579,0
1466,C,Ship,5,3,76.25,6,low,Male,21.69,927,0
1467,E,Road,5,5,169.96,10,low,Male,9.82,4240,0
1468,B,Flight,6,4,39.74,7,medium,Male,6.14,1079,0
1469,A,Ship,5,2,661.57,10,high,Female,28.97,1996,0
1470,C,Ship,1,3,637.54,13,high,Female,2.64,4701,0
1471,B,Flight,4,5,218.69,13,medium,Male,4.41,4844,1
1472,B,Flight,2,5,157.91,3,high,Male,21.52,2282,0
1473,C,Ship,8,4,154.23,19,low,Female,12.77,3901,1
1474,E,Flight,7,3,953.71,8,medium,Female,22.59,1743,1
1475,B,Ship,9,5,696.57,7,low,Female,16.58,3697,1
1476,D,Flight,1,4,589.57,14,medium,Male,1.21,4550,0
1477,B,Ship,0,1,329.26,19,high,Male,20.52,2438,0
1478,E,Flight,3,5,438.71,5,high,Male,24.17,2338,0
1479,E,Flight,3,4,98.51,15,low,Female,16.58,2678,0
1480,D,Road,9,1,998.17,15,high,Male,9.23,2462,0
1481,B,Road,1,4,757.53,13,high,Male,0.47,3491,0
1482,E,Road,6,5,625.24,14,low,Female,27.2,2852,1
1483,C,Flight,2,1,591.89,11,low,Male,21.21,2164,0
1484,A,Ship,6,4,509.27,17,low,Female,1.34,1013,1
1485,A,Flight,6,3,264.85,10,medium,Female,25.22,4603,0
1486,A,Road,0,1,234.13,6,low,Female,1.59,330,0
1487,B,Flight,5,4,554.04,5,medium,Male,21.34,3303,0
1488,D,Road,3,3,79.5,2,medium,Female,20.82,186,0
1489,E,Road,7,1,83.73,8,medium,Female,27.48,4704,0
1490,C,Ship,7,4,565.21,14,low,Female,4.96,888,0
1491,C,Ship,2,5,920.61,1,medium,Female,17.02,4194,1
1492,B,Road,3,1,915.13,3,high,Female,16.34,766,1
1493,A,Road,0,1,20.72,1,low,Male,1.05,222,0
1494,B,Flight,9,3,116.32,5,low,Male,19.15,4643,1
1495,D,Road,1,4,587.25,11,medium,Male,7.62,3719,0
1496,D,Flight,6,5,849.99,6,low,Female,9.97,161,0
1497,E,Road,6,3,954.9,8,medium,Female,7.24,2578,0
1498,E,Ship,8,1,861.98,5,low,Male,1.68,3493,0
1499,D,Ship,9,3,680.84,4,medium,Female,5.0,4492,0
1500,D,Road,8,3,208.52,3,low,Male,6.22,317,1
1501,D,Flight,8,3,81.9,9,low,Female,17.32,3600,0
1502,B,Flight,5,1,57.04,19,medium,Female,4.05,178,0
1503,D,Flight,7,2,615.96,3,high,Male,27.62,2912,0
1504,C,Road,8,3,45.83,4,low,Male,6.95,635,0
1505,A,Road,6,2,741.85,16,high,Male,19.55,502,1
1506,D,Ship,3,5,715.35,17,high,Female,4.73,1834,0
1507,A,Ship,3,5,88.81,2,low,Female,23.85,1619,0
1508,B,Road,5,5,907.56,12,low,Female,2.15,193,0
1509,A,Ship,3,4,526.71,0,medium,Female,22.13,291,1
1510,B,Flight,6,1,905.39,18,medium,Male,11.79,3854,0
1511,C,Flight,7,2,902.59,1,high,Female,13.97,3610,1
1512,B,Road,7,4,205.06,3,medium,Female,10.99,4145,0
1513,B,Flight,7,2,386.77,15,medium,Male,12.06,2590,0
1514,E,Road,1,1,143.28,15,medium,Male,0.16,3219,0
1515,D,Flight,9,3,777.23,16,medium,Male,0.78,4497,1
1516,D,Road,1,4,509.08,11,low,Female,23.82,3736,0
1517,C,Flight,1,1,929.52,1,medium,Female,6.4,4983,0
1518,C,Flight,1,4,216.13,9,high,Female,18.22,1341,0
1519,D,Ship,3,5,691.48,5,low,Male,19.6,585,1
1520,E,Ship,4,4,989.34,11,low,Male,20.94,2099,0
1521,D,Ship,3,3,668.73,11,high,Female,17.92,1542,1
1522,E,Ship,4,3,78.09,16,low,Female,18.86,2795,0
1523,C,Ship,3,2,592.54,17,low,Female,17.45,2085,1
1524,A,Ship,6,4,188.04,3,high,Female,27.85,4735,0
1525,C,Road,9,5,40.2,2,medium,Female,19.94,4211,0
1526,C,Road,0,3,341.61,16,low,Male,10.59,2606,0
1527,B,Ship,0,2,273.44,8,medium,Female,10.7,2132,0
1528,B,Road,1,5,790.88,11,high,Male,2.39,4515,0
1529,B,Ship,0,5,379.94,6,low,Female,29.75,2568,0
1530,B,Road,9,5,735.63,15,medium,Female,26.72,1247,1
1531,E,Flight,9,1,26.08,7,high,Male,1.29,2692,0
1532,D,Road,2,3,24.66,2,low,Female,25.85,1925,0
1533,A,Road,5,1,39.02,12,low,Female,4.15,4848,0
1534,C,Road,9,1,227.16,19,medium,Male,7.17,4174,0
1535,E,Flight,5,3,380.25,8,low,Female,20.42,2931,0
1536,A,Ship,0,4,611.77,8,medium,Male,21.91,3975,1
1537,E,Road,5,2,986.05,3,medium,Male,15.17,1848,1
1538,E,Road,4,3,360.87,13,low,Female,29.03,4746,0
1539,C,Flight,6,2,65.1,17,high,Female,14.69,3290,1
1540,D,Ship,5,4,202.95,0,low,Male,7.75,536,0
1541,B,Road,6,3,898.87,18,high,Male,0.27,4981,0
1542,D,Flight,1,5,702.39,1,medium,Female,26.02,1676,1
1543,C,Ship,0,3,792.3,4,medium,Male,11.86,1612,0
1544,C,Ship,6,4,132.93,13,low,Male,23.48,4302,1
1545,C,Road,8,1,143.64,8,low,Male,23.22,1863,0
1546,A,Road,1,3,121.12,19,low,Male,1.31,3207,0
1547,D,Road,6,5,858.6,19,medium,Female,24.65,602,1
1548,D,Road,2,3,217.87,14,low,Female,8.67,1044,0
1549,E,Flight,5,1,646.72,19,high,Female,25.24,2344,0
1550,E,Flight,2,3,521.0,0,high,Male,14.77,423,0
1551,E,Road,9,5,548.95,18,medium,Female,17.75,2052,0
1552,C,Ship,4,4,203.48,3,medium,Male,3.04,4764,0
1553,D,Road,1,5,638.89,13,low,Male,11.38,2470,0
1554,C,Ship,7,4,52.67,0,low,Female,29.13,2603,0
1555,A,Ship,7,5,993.54,4,high,Male,27.78,2682,0
1556,E,Ship,6,2,36.49,9,high,Male,29.83,382,0
1557,C,Flight,5,3,59.65,8,medium,Female,15.31,517,0
1558,C,Ship,0,3,331.4,16,low,Female,24.55,4956,0
1559,A,Ship,7,1,833.31,13,low,Male,13.65,4388,0
1560,B,Flight,0,2,264.62,6,low,Female,28.24,4716,1
1561,D,Ship,7,1,477.22,17,low,Female,29.58,2511,0
1562,B,Ship,1,3,27.8,9,high,Male,26.33,636,0
1563,E,Road,7,1,88.09,3,low,Female,18.63,2225,0
1564,C,Ship,9,4,611.89,13,high,Male,29.67,1114,0
1565,A,Ship,3,2,202.41,2,medium,Male,29.51,4661,0
1566,A,Ship,6,5,697.31,10,low,Female,14.25,4436,0
1567,D,Ship,4,4,787.54,9,high,Male,9.11,382,0
1568,B,Ship,7,5,851.83,7,high,Male,5.62,4911,0
1569,D,Flight,5,1,142.46,8,high,Female,20.31,1819,0
1570,C,Ship,4,3,460.95,5,low,Male,1.04,2194,0
1571,D,Ship,0,4,947.61,13,high,Male,22.91,4884,0
1572,A,Flight,2,2,774.36,8,high,Female,1.54,1777,0
1573,A,Flight,9,5,125.79,13,medium,Female,7.96,1719,1
1574,E,Ship,8,4,507.48,7,low,Female,14.94,4985,0
1575,E,Ship,8,3,923.16,5,high,Female,2.92,798,0
1576,C,Ship,4,2,445.64,5,high,Male,1.09,1939,1
1577,B,Road,2,2,839.04,1,low,Male,14.39,2505,1
1578,D,Road,5,5,500.89,4,low,Male,26.6,1576,0
1579,C,Ship,4,4,115.74,2,high,Male,12.25,3172,0
1580,E,Flight,0,4,156.38,10,low,Female,6.01,4394,0
1581,D,Ship,1,2,56.21,6,low,Male,12.25,2152,0
1582,E,Flight,4,1,203.36,8,low,Male,21.68,695,0
1583,D,Flight,8,2,894.68,12,low,Female,1.24,2005,1
1584,B,Flight,3,3,653.7,15,low,Male,0.92,268,1
1585,C,Ship,8,4,741.47,11,high,Male,13.88,1043,0
1586,D,Ship,2,5,625.44,7,high,Male,20.3,2606,0
1587,A,Flight,0,4,392.67,13,medium,Male,18.41,3504,0
1588,A,Road,5,2,224.69,13,medium,Female,19.13,4116,0
1589,D,Road,9,3,926.36,4,low,Male,4.97,1509,1
1590,D,Road,6,1,519.68,9,low,Male,16.16,1442,0
1591,D,Flight,3,4,486.29,13,high,Female,11.34,822,0
1592,A,Ship,9,2,996.14,16,medium,Male,3.31,2052,1
1593,A,Flight,4,2,390.09,3,low,Female,3.84,3912,1
1594,D,Road,3,2,855.58,14,low,Female,19.36,4570,1
1595,E,Ship,2,3,863.72,10,medium,Male,28.72,1404,0
1596,E,Flight,0,2,240.34,8,medium,Female,3.19,3027,0
1597,B,Flight,5,2,103.89,14,low,Male,14.85,4811,1
1598,C,Road,9,2,975.86,19,medium,Male,7.44,4704,0
1599,E,Flight,4,4,431.64,1,medium,Male,8.45,2696,0
1600,A,Ship,0,2,12.2,0,medium,Female,6.73,336,0
1601,E,Road,4,3,504.03,19,high,Male,16.37,780,0
1602,B,Road,5,4,623.11,16,low,Female,1.7,466,1
1603,B,Ship,9,2,778.33,3,medium,Male,22.27,2896,0
1604,C,Road,4,1,943.51,4,medium,Female,18.2,2746,1
1605,E,Flight,0,3,916.02,4,low,Male,11.54,1126,1
1606,A,Flight,4,1,940.73,13,high,Female,6.54,2933,0
1607,A,Road,9,3,41.8,0,low,Female,16.09,2460,0
1608,D,Ship,0,1,714.66,1,medium,Male,28.65,3095,0
1609,A,Flight,2,2,233.6,9,medium,Female,21.24,3731,0
1610,C,Ship,1,1,195.68,4,low,Female,8.38,2167,0
1611,C,Flight,0,1,802.32,8,high,Female,22.29,1083,0
1612,A,Flight,3,3,422.96,12,low,Female,15.12,2356,0
1613,A,Road,1,2,917.43,12,low,Male,1.44,4304,0
1614,D,Road,4,3,52.01,8,low,Female,18.53,3055,0
1615,A,Ship,9,2,804.16,13,high,Female,7.02,4322,0
1616,D,Road,0,5,145.47,16,low,Female,12.29,2089,0
1617,D,Flight,9,4,184.81,2,low,Female,14.35,2217,0
1618,A,Flight,0,4,482.58,17,low,Male,23.98,2193,0
1619,B,Ship,9,3,401.63,11,medium,Male,17.4,2342,0
1620,B,Ship,3,2,491.31,8,high,Female,10.2,4319,1
1621,D,Flight,6,1,940.63,15,medium,Female,19.72,3850,1
1622,A,Road,1,4,660.82,12,medium,Female,5.76,679,0
1623,B,Road,1,3,297.41,17,low,Male,24.68,2064,0
1624,A,Ship,0,3,181.18,11,medium,Female,6.04,2265,0
1625,A,Ship,4,3,425.85,1,low,Male,16.76,419,0
1626,A,Flight,5,2,457.12,18,low,Female,6.15,1945,0
1627,E,Flight,5,3,605.28,0,low,Female,9.77,4929,1
1628,A,Ship,1,5,273.34,5,medium,Female,12.67,1301,0
1629,E,Flight,6,1,769.83,17,high,Female,11.02,2282,0
1630,D,Ship,5,3,107.48,2,low,Male,28.02,3642,0
1631,B,Ship,7,2,564.85,5,high,Male,6.7,1571,0
1632,B,Road,5,1,627.3,3,high,Female,5.4,2669,0
1633,B,Ship,8,1,214.76,16,medium,Female,15.53,1201,1
1634,B,Flight,9,4,827.75,17,low,Male,28.47,2856,0
1635,B,Road,1,3,619.28,6,medium,Male,15.1,3361,0
1636,B,Road,6,3,649.26,1,high,Female,28.78,3062,0
1637,B,Flight,4,2,502.77,14,high,Female,5.71,132,0
1638,D,Flight,0,5,910.5,16,high,Female,0.31,1240,0
1639,A,Flight,2,5,696.99,5,low,Female,9.09,4074,0
1640,C,Ship,3,4,388.02,7,low,Male,19.15,1665,0
1641,E,Road,1,5,246.22,7,medium,Male,17.76,4743,0
1642,C,Ship,6,2,80.35,6,high,Male,7.25,3017,0
1643,C,Ship,0,4,173.71,3,low,Male,19.85,4569,0
1644,A,Ship,2,3,992.76,19,high,Male,24.91,4910,0
1645,A,Ship,8,5,412.7,4,low,Male,20.62,2766,0
1646,A,Road,1,2,899.7,7,medium,Female,21.84,4807,0
1647,B,Road,4,2,178.86,13,high,Female,9.23,692,0
1648,D,Ship,3,3,431.11,19,low,Female,15.88,2310,0
1649,B,Flight,2,2,960.91,2,medium,Female,1.28,2210,0
1650,D,Road,4,4,100.22,17,medium,Male,10.77,275,0
1651,D,Ship,5,4,598.04,14,low,Female,24.47,3920,0
1652,C,Flight,0,1,919.98,4,medium,Female,23.7,4517,1
1653,C,Flight,1,3,950.19,14,low,Male,28.22,4030,1
1654,D,Ship,0,2,847.55,5,high,Male,29.06,2846,0
1655,D,Road,2,5,857.38,9,medium,Male,29.18,2084,0
1656,B,Flight,7,4,655.66,19,high,Male,4.72,933,1
1657,B,Road,7,3,228.22,14,low,Male,3.62,1240,1
1658,C,Road,3,3,733.37,19,high,Male,26.25,2004,1
1659,A,Flight,5,4,978.6,8,medium,Male,11.49,434,1
1660,D,Ship,8,1,530.67,3,medium,Male,10.72,4569,1
1661,B,Flight,6,3,268.09,7,medium,Female,16.01,4623,1
1662,C,Flight,1,2,577.74,12,medium,Female,13.54,4315,0
1663,B,Road,1,5,693.7,16,low,Female,6.69,3747,0
1664,D,Ship,2,5,216.2,3,high,Female,25.34,1086,0
1665,D,Road,7,4,722.0,1,low,Female,27.28,2443,0
1666,E,Flight,9,3,591.56,4,medium,Female,22.43,4766,0
1667,A,Ship,8,5,616.23,1,high,Male,1.44,3286,0
1668,E,Ship,2,3,312.93,15,medium,Male,3.54,1465,0
1669,C,Ship,8,4,163.71,14,high,Female,10.38,4443,0
1670,B,Ship,9,1,627.22,3,high,Female,16.7,3448,0
1671,C,Ship,7,5,590.37,14,medium,Female,18.29,4286,0
1672,D,Flight,4,2,344.63,4,low,Female,3.0,146,0
1673,E,Flight,9,4,302.93,2,medium,Male,28.81,4519,0
1674,E,Flight,2,1,353.77,13,high,Male,15.89,983,0
1675,E,Road,6,2,494.98,6,low,Female,12.95,688,1
1676,C,Ship,8,2,975.07,14,low,Female,5.73,1227,1
1677,D,Ship,5,5,765.93,4,low,Female,28.53,1757,1
1678,B,Flight,2,3,853.22,8,low,Female,13.42,584,0
1679,B,Ship,4,4,510.59,12,high,Female,3.53,4395,1
1680,C,Road,6,2,530.86,6,high,Female,18.43,1418,0
1681,E,Ship,7,5,212.28,3,medium,Male,10.5,3510,0
1682,A,Ship,3,1,723.84,6,high,Female,24.24,2413,0
1683,C,Road,1,2,427.37,0,medium,Female,16.36,2614,1
1684,C,Flight,9,1,745.02,14,high,Male,3.17,2905,0
1685,D,Flight,1,4,414.96,14,medium,Male,22.52,3249,0
1686,B,Ship,2,5,117.43,17,low,Male,9.14,850,0
1687,C,Road,7,1,181.32,14,low,Male,12.25,3023,0
1688,C,Flight,0,3,813.45,2,high,Male,23.27,969,0
1689,E,Flight,6,1,266.03,4,low,Male,3.19,4296,0
1690,E,Flight,5,1,271.71,4,medium,Female,29.33,3788,0
1691,A,Ship,1,5,930.07,15,medium,Female,21.06,1050,0
1692,D,Road,8,5,661.06,9,low,Male,5.78,733,1
1693,A,Ship,4,2,123.16,12,low,Female,1.74,1613,0
1694,E,Flight,1,1,152.15,14,low,Female,16.34,4917,1
1695,B,Road,2,1,279.64,7,high,Male,11.38,354,0
1696,E,Ship,6,5,598.06,19,medium,Male,0.89,1480,1
1697,D,Flight,6,3,755.3,6,high,Female,18.28,1311,0
1698,E,Flight,9,5,281.75,13,high,Female,9.26,3470,0
1699,D,Ship,0,3,871.94,5,medium,Male,9.66,4633,0
1700,D,Flight,9,5,118.09,7,medium,Male,4.87,2612,0
1701,D,Flight,3,4,215.52,14,medium,Female,4.21,4920,0
1702,D,Road,5,1,970.76,16,high,Female,4.33,3674,0
1703,D,Flight,7,3,143.4,4,medium,Female,26.58,3758,1
1704,B,Ship,2,4,889.23,11,low,Male,15.99,4787,0
1705,A,Road,2,3,706.9,12,medium,Female,14.08,1658,0
1706,C,Ship,7,2,82.36,2,high,Male,21.13,919,0
1707,A,Flight,7,2,488.87,18,low,Female,9.59,358,0
1708,D,Road,7,1,523.79,14,low,Female,24.67,3753,0
1709,B,Road,0,4,932.82,17,high,Female,5.92,247,0
1710,E,Road,7,4,426.89,19,high,Female,24.08,3378,1
1711,B,Road,7,2,452.3,6,medium,Female,1.68,3793,1
1712,D,Ship,1,1,121.36,13,low,Female,4.71,2177,0
1713,B,Flight,8,2,642.78,19,medium,Male,26.78,2563,1
1714,B,Flight,6,4,218.79,18,low,Female,3.27,2729,0
1715,D,Road,7,3,86.76,10,high,Female,7.37,1011,0
1716,B,Flight,1,4,996.95,6,low,Male,1.28,3200,0
1717,C,Ship,3,1,276.93,10,low,Male,17.96,377,0
1718,C,Flight,6,4,149.64,7,low,Male,9.83,1023,1
1719,B,Ship,5,5,702.5,9,medium,Female,19.0,2077,0
1720,E,Ship,6,4,823.47,10,low,Female,2.57,1381,0
1721,D,Flight,0,5,73.44,0,medium,Female,11.85,3707,0
1722,C,Ship,7,2,114.34,19,low,Female,11.15,879,0
1723,E,Ship,6,5,99.27,9,medium,Female,16.1,2408,0
1724,B,Ship,3,4,56.49,6,medium,Male,8.85,2673,1
1725,E,Ship,0,4,662.86,2,low,Female,29.54,4399,1
1726,A,Road,7,4,592.43,18,high,Male,9.48,3966,0
1727,C,Flight,9,1,666.18,3,high,Female,20.89,2725,0
1728,B,Road,6,2,510.61,5,low,Female,10.99,3348,0
1729,D,Ship,7,5,819.33,0,low,Male,16.01,2704,1
1730,B,Flight,9,3,551.2,3,high,Female,6.8,3527,1
1731,D,Ship,0,5,919.56,6,medium,Male,5.18,2764,0
1732,B,Flight,4,4,490.79,10,high,Female,29.17,2765,0
1733,E,Road,8,3,792.75,5,high,Male,16.23,3993,0
1734,E,Flight,4,3,413.29,4,high,Female,13.82,3840,0
1735,E,Ship,9,5,440.87,11,medium,Male,19.25,2128,0
1736,A,Flight,2,5,850.5,1,high,Male,6.7,2388,0
1737,D,Flight,8,5,116.58,17,low,Female,24.66,606,1
1738,E,Road,8,5,569.27,8,low,Female,7.45,2151,1
1739,A,Ship,3,2,729.07,13,medium,Female,16.28,1060,0
1740,D,Flight,3,1,752.92,11,low,Female,3.82,3046,0
1741,B,Road,7,1,595.58,8,medium,Female,17.24,161,0
1742,A,Flight,6,5,453.58,0,high,Female,14.49,449,1
1743,C,Ship,4,1,268.17,6,high,Male,8.42,104,1
1744,A,Flight,5,5,910.33,6,low,Male,9.23,2191,0
1745,A,Flight,2,5,376.09,9,low,Female,0.29,4370,0
1746,D,Flight,5,5,801.0,1,high,Male,0.82,113,1
1747,B,Flight,7,2,41.35,3,high,Male,18.03,4067,0
1748,C,Ship,9,4,239.85,7,low,Male,21.55,3978,1
1749,E,Road,8,1,352.13,13,medium,Female,16.41,4773,0
1750,E,Road,2,1,674.86,12,medium,Male,2.46,2945,1
1751,A,Flight,7,2,326.14,15,medium,Male,28.23,2339,0
1752,D,Ship,2,2,50.95,6,low,Female,21.4,3812,1
1753,D,Ship,1,5,182.13,9,medium,Female,7.12,4522,1
1754,E,Ship,4,5,266.57,10,medium,Female,20.14,3109,0
1755,C,Ship,3,4,184.29,10,high,Male,3.34,706,0
1756,B,Ship,4,1,211.69,5,high,Female,23.38,2518,0
1757,C,Ship,5,2,771.27,11,high,Female,14.43,4864,0
1758,B,Flight,2,4,417.91,9,high,Female,12.28,3057,0
1759,E,Road,0,1,411.13,8,high,Female,0.27,1951,0
1760,B,Road,3,4,966.94,5,low,Male,19.57,1038,1
1761,D,Flight,5,4,452.23,8,medium,Male,24.87,2606,0
1762,A,Road,1,5,928.38,2,medium,Female,8.65,4049,0
1763,A,Ship,1,4,306.07,6,low,Male,0.35,4684,0
1764,E,Ship,0,5,406.62,2,medium,Male,23.26,1156,0
1765,D,Road,8,1,402.32,19,medium,Female,19.07,3264,0
1766,C,Ship,2,1,550.62,7,medium,Female,23.31,2985,0
1767,D,Ship,1,5,588.4,7,high,Female,16.15,1901,0
1768,A,Road,3,3,255.64,12,high,Male,13.83,2103,0
1769,A,Flight,5,4,795.65,1,low,Male,6.58,2202,0
1770,D,Road,0,1,501.56,13,high,Male,2.37,2532,0
1771,D,Road,8,4,16.97,4,medium,Female,14.14,3534,0
1772,A,Road,8,3,595.43,12,low,Male,26.05,1948,0
1773,C,Road,7,4,800.08,12,medium,Male,1.78,3850,1
1774,E,Flight,5,3,257.96,18,medium,Male,29.67,3827,0
1775,E,Flight,3,2,47.49,2,low,Female,28.41,664,1
1776,D,Ship,1,3,809.11,13,medium,Female,19.22,4286,1
1777,E,Ship,7,1,976.51,3,low,Male,27.43,3660,1
1778,A,Road,6,5,85.8,9,low,Male,16.61,872,0
1779,A,Ship,3,5,938.66,5,medium,Female,12.14,457,0
1780,D,Flight,2,4,365.68,5,medium,Male,17.15,3628,0
1781,D,Ship,5,2,942.03,1,medium,Female,26.3,2077,0
1782,D,Ship,0,4,652.35,1,medium,Male,28.73,1008,0
1783,C,Ship,1,3,891.34,18,low,Male,25.14,1126,0
1784,E,Road,6,5,787.97,2,high,Male,5.39,1150,0
1785,D,Ship,2,3,37.72,19,medium,Male,17.75,4245,0
1786,B,Flight,0,5,74.79,3,low,Male,13.34,1992,0
1787,B,Flight,1,5,530.49,3,high,Female,14.44,409,0
1788,A,Flight,9,5,138.32,10,low,Male,12.85,992,1
1789,E,Flight,9,1,466.42,2,high,Female,2.03,667,1
1790,D,Ship,8,3,955.08,16,high,Female,25.38,727,1
1791,B,Road,6,4,301.81,8,high,Female,29.35,1757,1
1792,E,Flight,6,2,494.02,13,medium,Male,6.29,4155,0
1793,A,Flight,9,4,390.42,1,high,Male,18.66,1685,0
1794,C,Road,7,3,633.53,13,high,Female,16.1,4301,0
1795,E,Road,7,2,201.91,2,low,Female,26.89,3003,0
1796,E,Flight,8,4,267.34,1,medium,Female,21.12,1463,1
1797,C,Flight,1,2,860.18,0,low,Female,22.49,2430,0
1798,E,Road,7,3,813.22,3,medium,Female,28.56,3583,0
1799,A,Flight,7,5,791.3,9,medium,Female,19.9,4167,1
1800,A,Flight,4,3,773.21,14,medium,Female,13.61,3524,0
1801,C,Ship,4,1,464.84,11,high,Female,1.56,2589,0
1802,D,Road,3,2,731.6,5,medium,Female,27.19,3810,0
1803,B,Ship,4,3,393.33,2,medium,Female,17.69,4017,0
1804,D,Ship,1,5,109.7,2,medium,Male,20.47,1542,0
1805,E,Road,1,5,399.44,18,medium,Female,15.16,4950,0
1806,B,Ship,4,3,167.08,19,low,Male,11.81,3211,0
1807,C,Flight,2,4,396.94,3,high,Female,15.12,1346,0
1808,C,Ship,0,3,304.45,18,medium,Female,1.46,4186,0
1809,B,Road,8,5,603.17,13,high,Male,23.94,3733,1
1810,A,Flight,1,3,367.93,3,high,Male,4.74,962,0
1811,B,Flight,9,1,708.53,7,medium,Female,9.98,3409,1
1812,E,Flight,1,4,517.03,18,medium,Female,2.61,4393,0
1813,A,Flight,3,3,920.3,18,high,Female,24.6,1534,1
1814,C,Ship,1,5,100.12,0,high,Female,5.05,3075,0
1815,B,Ship,6,3,690.83,14,low,Male,11.97,722,0
1816,D,Flight,9,3,675.67,10,high,Male,12.46,3969,0
1817,D,Road,0,2,951.12,8,medium,Female,9.49,3897,0
1818,E,Flight,1,3,377.84,2,high,Female,25.8,4156,0
1819,D,Ship,4,1,312.38,17,medium,Female,23.15,2664,1
1820,B,Flight,1,5,180.67,18,low,Female,22.31,487,0
1821,B,Ship,8,2,272.64,15,medium,Male,6.75,576,1
1822,D,Flight,3,3,506.87,15,medium,Female,5.69,236,0
1823,B,Road,8,4,839.34,2,high,Female,7.4,1754,0
1824,E,Flight,0,1,291.44,17,high,Male,11.58,2633,1
1825,A,Road,0,1,166.16,12,medium,Female,14.36,1035,0
1826,E,Road,0,1,279.41,19,low,Female,7.51,152,0
1827,E,Flight,3,2,109.92,7,medium,Female,13.73,3371,1
1828,B,Road,8,3,927.43,6,medium,Male,5.53,3921,1
1829,A,Road,7,1,873.9,18,medium,Male,8.07,3011,0
